1 	 0 
2 	 0 
3 	 0 
4 	 0 
5 	 0 
6 	 0 
7 	 0 
8 	 0 
9 	 0 
10 	 0 
11 	 0 
12 	 0 
13 	 0 
14 	 0 
15 	 0 
16 	 1 
17 	 2 
18 	 0 
19 	 0 
20 	 0 
21 	 0 
22 	 0 
23 	 0 
24 	 0 
25 	 0 
26 	 3 
27 	 4 
28 	 0 
29 	 5 
30 	 0 
31 	 6 
32 	 0 
33 	 0 
34 	 0 
35 	 7 
36 	 0 
37 	 0 
38 	 8 
39 	 0 
40 	 0 
41 	 9 
42 	 10 
43 	 0 
44 	 11 
45 	 12 
46 	 0 
47 	 0 
48 	 0 
49 	 0 
50 	 13 
51 	 0 
52 	 0 
53 	 0 
54 	 0 
55 	 14 
56 	 15 
57 	 0 
58 	 16 
59 	 17 
60 	 18 
61 	 0 
62 	 0 
63 	 0 
64 	 0 
65 	 0 
66 	 19 
67 	 20 
68 	 0 
69 	 0 
70 	 0 
71 	 0 
72 	 0 
73 	 0 
74 	 0 
75 	 0 
76 	 21 
77 	 22 
78 	 23 
79 	 24 
80 	 25 
81 	 0 
82 	 0 
83 	 0 
84 	 26 
85 	 27 
86 	 0 
87 	 28 
88 	 0 
89 	 0 
90 	 0 
91 	 29 
92 	 0 
93 	 30 
94 	 31 
95 	 32 
96 	 0 
97 	 33 
98 	 0 
99 	 34 
100 	 0 
101 	 0 
102 	 35 
103 	 36 
104 	 37 
105 	 0 
106 	 38 
107 	 39 
108 	 40 
109 	 0 
110 	 41 
111 	 0 
112 	 0 
113 	 0 
114 	 0 
115 	 0 
116 	 0 
117 	 0 
118 	 42 
119 	 43 
120 	 0 
121 	 0 
122 	 44 
123 	 0 
124 	 0 
125 	 45 
126 	 0 
127 	 0 
128 	 0 
129 	 46 
130 	 0 
131 	 0 
132 	 0 
133 	 0 
134 	 0 
135 	 0 
136 	 47 
137 	 48 
138 	 49 
139 	 0 
140 	 50 
141 	 0 
142 	 51 
143 	 0 
144 	 0 
145 	 0 
146 	 52 
147 	 53 
148 	 0 
149 	 0 
150 	 54 
151 	 0 
152 	 0 
153 	 0 
154 	 55 
155 	 0 
156 	 0 
157 	 0 
158 	 0 
159 	 0 
160 	 0 
